"","name","category","main_category","currency","deadline","goal","launched","pledged","backers","country","usd.pledged","usd_pledged_real","usd_goal_real","class"
"295278","Day of the Dead Calavera Scissorhands Vinyl Stickers","Illustration","Art","USD","2014-10-10",300,"2014-09-10 04:13:22",533,52,"US",533,533,300,"successful"
"217878","Monbeignet - a beignet with taste","Small Batch","Food","USD","2017-01-08",15000,"2016-12-09 05:19:10",76,3,"US",44,76,15000,"failed"
"141019","Art & Carnage: A Race Towards Beautiful Destruction","Documentary","Film & Video","USD","2013-07-11",6000,"2013-06-27 02:19:14",2476.47,31,"US",2476.47,2476.47,6000,"failed"
"214800","Ciclista - A unique vintage screen printed poster","Graphic Design","Design","GBP","2013-09-07",1500,"2013-08-08 10:23:28",2759,64,"GB",4230.01,4367.3,2374.39,"successful"
"22364","Untitled ""We're With the Band"" Project","Documentary","Film & Video","USD","2012-05-09",5000,"2012-04-09 20:29:32",30,2,"US",30,30,5000,"failed"
"22655","AUTISM: THE HAPPY KINGDOM","Children's Books","Publishing","USD","2015-05-06",10000,"2015-04-06 18:43:26",360,4,"US",360,360,10000,"failed"
"335284","Video Family Tree","Web","Technology","USD","2015-04-04",150000,"2015-03-05 03:17:06",25,1,"US",25,25,150000,"failed"
"97324","Decibeles Urbanos 3.2 o del arrítmico Ícaro","Theater","Theater","MXN","2017-07-18",80000,"2017-06-18 20:24:42",2650,10,"MX",41.87,151.41,4570.91,"failed"
"358948","ILLUMINATI THE BOARD GAME","Tabletop Games","Games","USD","2015-03-18",500,"2015-02-26 23:57:47",3,3,"US",3,3,500,"failed"
"11342","Roller Rapper  (Based on a True Story)","Graphic Novels","Comics","USD","2014-10-21",13784,"2014-09-21 21:06:26",69,5,"US",69,69,13784,"failed"
"483","Shoot For Thrill or Shoot To Kill? Political Sculpture","Sculpture","Art","USD","2015-04-01",500,"2015-02-04 18:51:00",1745,23,"US",1745,1745,500,"successful"
"127604","Biological Anthropology - From Captivity to the Jungle","Animals","Photography","USD","2015-05-06",7000,"2015-04-06 18:41:09",7305,26,"US",7305,7305,7000,"successful"
"57751","LEAP 2017","Dance","Dance","GBP","2016-12-03",5000,"2016-10-20 13:54:07",5175,131,"GB",239.68,6510.17,6290.02,"successful"
"137760","Brad The Lazy","Video Games","Games","USD","2015-04-02",8500,"2015-03-03 18:31:31",0,0,"US",0,0,8500,"failed"
"167766","""I feel like..."" Children's book series","Children's Books","Publishing","AUD","2013-12-13",11300,"2013-11-13 00:41:23",6456,19,"AU",6057.64,5771.5,10101.91,"failed"
"219515","Articulations: At the Intersection of Poetry and Music","Classical Music","Music","USD","2012-03-02",600,"2012-02-02 02:06:00",745,8,"US",745,745,600,"successful"
"171022","Whispering Wind: Debut album på vinyl","Music","Music","DKK","2017-07-05",25000,"2017-06-05 23:52:57",25010,58,"DK",0,3837.71,3836.18,"successful"
"314159","M.E. Remembers","Nonfiction","Publishing","GBP","2016-03-19",1500,"2016-02-18 19:37:36",1,1,"GB",1.43,1.41,2119.51,"failed"
"244324","Loki Lounge","Games","Games","NZD","2015-06-18",15002,"2015-05-21 09:37:25",1457,12,"NZ",1073.1,1004.27,10340.5,"failed"
"179498","The ""Hello My Name Is…"" Project","Art","Art","USD","2015-07-14",3300,"2015-06-08 02:00:31",3480,51,"US",3480,3480,3300,"successful"
"256305","Love, Death Brains: The Zombie Musical Meme","Theater","Theater","USD","2012-08-04",2500,"2012-07-05 06:36:50",5507,72,"US",5507,5507,2500,"successful"
"300723","Tent Revival Zombies","Film & Video","Film & Video","USD","2012-08-23",2000,"2012-07-24 06:28:22",500,10,"US",500,500,2000,"failed"
"104854","Death Shall Have No Dominion","Theater","Theater","GBP","2014-07-29",2000,"2014-07-04 17:32:53",450,17,"GB",772.15,757.16,3365.13,"failed"
"267491","Airship for Victorian Science Fiction and Pulp Gaming","Tabletop Games","Games","USD","2017-03-11",500,"2017-03-04 16:58:39",7000,43,"US",2629,7000,500,"successful"
"378436","Courtney Jones - New Record; ""Slow Heart, Fast Car""","Music","Music","USD","2011-01-17",8500,"2010-12-02 23:29:54",8820,81,"US",8820,8820,8500,"successful"
"236291","Porn Star's Life - Who's behind that body?","Film & Video","Film & Video","USD","2015-03-26",50,"2015-03-23 23:06:00",0,0,"US",0,0,50,"failed"
"130901","Nia-Next Gives Back 2 NOLA","Performances","Dance","USD","2015-03-17",4000,"2015-02-15 02:29:01",60,2,"US",60,60,4000,"failed"
"347770","A Streetcar Named Desire: A student production","Theater","Theater","USD","2011-11-06",1000,"2011-10-06 03:36:55",1365.01,20,"US",1365.01,1365.01,1000,"successful"
"150660","QUEEN OF SPADES","Jazz","Music","USD","2017-01-10",3900,"2016-12-07 07:21:54",1620,24,"US",0,1620,3900,"failed"
"365028","2017 Madi Mae Calendar","People","Photography","USD","2016-12-22",6000,"2016-11-22 22:15:58",82,3,"US",0,82,6000,"failed"
"314854","Green Oro (Green Gold)","Restaurants","Food","USD","2015-04-05",200,"2015-03-07 00:59:16",2,1,"US",2,2,200,"failed"
"109680","Physically Dependant  The difference","Video","Journalism","USD","2015-07-16",20000,"2015-06-16 17:08:52",0,0,"US",0,0,20000,"failed"
"202129","Bottomfeeder","Shorts","Film & Video","USD","2017-06-22",1400,"2017-06-05 00:26:46",1491,48,"US",305,1491,1400,"successful"
"41256","Art Durham: pure painting, life as flow","Painting","Art","USD","2016-10-28",750,"2016-10-13 21:21:38",367,7,"US",181,367,750,"failed"
"69444","2017 Seth & Trucks Calendar","Fine Art","Photography","USD","2016-12-15",1200,"2016-11-14 04:38:17",766,18,"US",151,766,1200,"failed"
"34108","Boston Metaphysical Society - Chapter 5","Graphic Novels","Comics","USD","2014-09-12",7500,"2014-08-13 21:05:21",8240,255,"US",8240,8240,7500,"successful"
"262743","Six Word War - Our nation's first crowdsourced war memoir","Nonfiction","Publishing","USD","2013-08-30",4900,"2013-08-05 23:06:20",6233,137,"US",6233,6233,4900,"successful"
"170733","City Mystic • New York: Tarot Deck","Places","Photography","USD","2014-09-04",5500,"2014-07-30 04:01:19",6602,110,"US",6602,6602,5500,"successful"
"127477","Extinction Distinction Apparel Co.","Fashion","Fashion","USD","2013-09-16",4500,"2013-08-12 23:52:38",1754,32,"US",1754,1754,4500,"failed"
"173164","Color Me Gone - The First Double-Binded Photobook on Vietnam","Photobooks","Photography","USD","2017-06-15",35000,"2017-05-16 18:05:43",38448,372,"US",3415,38448,35000,"successful"
"24988","The Art of Genealogy Digital Painting Project","Art","Art","USD","2012-12-03",3750,"2012-11-03 22:48:41",298,9,"US",298,298,3750,"failed"
"378097","Drakonheim: City of Bones — A Systemless RPG Setting","Tabletop Games","Games","USD","2015-07-17",500,"2015-07-07 14:15:06",3010,185,"US",3010,3010,500,"successful"
"215536","Record Margaret Bernstein’s “Distant Thunder” album.","Music","Music","USD","2011-05-15",17000,"2011-04-15 21:11:05",230,9,"US",230,230,17000,"failed"
"210945","Population Zero (Evading Azrael's First Full-Length Album)","Metal","Music","USD","2014-04-29",2000,"2014-03-29 18:06:04",2159,73,"US",2159,2159,2000,"successful"
"191250","Let's make a Beth Bombara record on Vinyl! ","Jazz","Music","USD","2010-09-26",2000,"2010-08-04 23:12:30",2532,86,"US",2532,2532,2000,"successful"
"201900","The 366?World's First Self-Cooling Outback Hat","Fashion","Fashion","USD","2016-03-12",7000,"2016-02-18 17:27:42",12743,217,"US",12743,12743,7000,"successful"
"372697","The Exbats Second Album ""I Got the Hots for Charlie Watts""","Indie Rock","Music","USD","2017-08-01",1750,"2017-07-11 04:34:22",2262,35,"US",376,2262,1750,"successful"
"364058","Rock CD: In the Know","Rock","Music","USD","2013-01-28",4000,"2012-12-19 17:31:13",8450,129,"US",8450,8450,4000,"successful"
"240480","Red: A Cyberpunk Fairytale Volume 1","Comics","Comics","USD","2013-12-18",5000,"2013-11-18 16:00:27",7020,189,"US",7020,7020,5000,"successful"
"580","Destroy All Slackers - An Animated Feature Film","Animation","Film & Video","USD","2013-01-18",75000,"2012-12-19 23:35:06",1195,17,"US",1195,1195,75000,"failed"
"14119","Sommarbio Falun","Film & Video","Film & Video","SEK","2015-08-09",8000,"2015-07-04 23:40:47",10,1,"SE",1.18,1.18,947.62,"failed"
"332589","""For the Love of Spock"" - A Documentary Film","Documentary","Film & Video","USD","2015-07-02",6e+05,"2015-06-03 14:15:52",662640.32,9439,"US",662640.32,662640.32,6e+05,"successful"
"48278","THE FUCKTROTS FULL USA TOUR","Rock","Music","USD","2012-07-07",1000,"2012-05-10 22:53:12",1005,27,"US",1005,1005,1000,"successful"
"64882","Notorious B.O.O.K","Illustration","Art","CAD","2017-10-09",8000,"2017-09-08 14:03:27",8275,33,"CA",0,6620.53,6400.51,"successful"
"312470","V P Holmes Art & Design","Mixed Media","Art","USD","2014-09-10",5000,"2014-08-11 18:58:47",25,1,"US",25,25,5000,"failed"
"354723","Small Dogs - A Children's Book","Children's Books","Publishing","USD","2016-03-14",6000,"2016-02-15 17:49:43",8687,170,"US",8687,8687,6000,"successful"
"76248","SCALA. Architecture Playing Cards","Architecture","Design","EUR","2016-05-05",1800,"2016-04-05 12:20:47",18332,575,"ES",20900.91,20947.98,2056.86,"successful"
"249388","What Did I Blow Up?! AoE Markers for Table Top RPG's","Tabletop Games","Games","USD","2013-04-14",1000,"2013-03-15 03:32:37",4190.23,83,"US",4190.23,4190.23,1000,"successful"
"36245","Born in Chicago the Documentary","Documentary","Film & Video","USD","2014-11-07",250000,"2014-09-23 16:06:14",32941,103,"US",32941,32941,250000,"failed"
"19729","Zombie Bingo and Other Games!","Tabletop Games","Games","USD","2016-06-18",250,"2016-06-03 21:01:49",544,34,"US",544,544,250,"successful"
"262698","Elite Anthology: Tales from the Frontier (working title)","Fiction","Publishing","GBP","2013-01-05",4850,"2012-12-13 23:13:55",5686,359,"GB",9162.75,9168.6,7820.56,"successful"
"378462","The Watchmaker","Indie Rock","Music","USD","2011-05-20",11000,"2011-04-06 01:44:46",100,1,"US",100,100,11000,"failed"
"360138","Creations By Yanet, Inc.","DIY","Crafts","USD","2017-05-21",200,"2017-03-22 17:53:06",0,0,"US",0,0,200,"failed"
"106154","Volatile Minds raising funds in 30 days to record our NEW EP","Rock","Music","USD","2013-02-16",3000,"2013-01-17 17:50:16",3150.66,60,"US",3150.66,3150.66,3000,"successful"
"269675","""Order of Krampus"" Embroidered Patch Set","Art","Art","USD","2016-12-21",1750,"2016-12-05 20:00:33",4477,160,"US",2555,4477,1750,"successful"
"280046","Active Employ- Job search improved.","Web","Technology","USD","2015-10-30",15000,"2015-09-30 01:16:07",0,0,"US",0,0,15000,"failed"
"80116","Living Deep Time Calendar Year 000001","Publishing","Publishing","USD","2016-11-09",1500,"2016-10-04 15:16:51",2175,38,"US",1004,2175,1500,"successful"
"277329","Light Rail Eatery","Restaurants","Food","USD","2015-10-09",50000,"2015-09-09 07:20:14",0,0,"US",0,0,50000,"failed"
"67167","The Block Basketball Video Game","Video Games","Games","USD","2014-11-19",50000,"2014-10-10 00:45:00",21,2,"US",21,21,50000,"failed"
"228963","XXX M.D.","Horror","Film & Video","USD","2016-03-31",150,"2016-03-09 01:21:19",343,6,"US",343,343,150,"successful"
"3061","Gabrielle's ""Breaking Free"" Debut CD.","Rock","Music","USD","2012-04-10",6500,"2012-02-26 00:15:29",6950,78,"US",6950,6950,6500,"successful"
"178488","The Cohesion Project - Post Production","Documentary","Film & Video","USD","2011-08-16",2000,"2011-06-08 19:14:48",146,6,"US",146,146,2000,"failed"
"119914","Temescal Brewing: A New Oakland Brewery & Beer Garden","Drinks","Food","USD","2016-04-01",30000,"2016-02-29 08:34:19",51456,539,"US",51456,51456,30000,"successful"
"334433","TRIVIA NIGHT","Comedy","Film & Video","USD","2014-09-29",35000,"2014-08-30 17:18:46",35635.11,361,"US",35635.11,35635.11,35000,"successful"
"58245","Kit: A Football Kit Card Game","Games","Games","GBP","2017-10-29",3989,"2017-09-27 19:31:39",163,8,"GB",86.29,213.68,5229.21,"failed"
"27636","Pawledge - The paw protector","Crafts","Crafts","USD","2016-07-23",1000,"2016-06-23 23:56:04",59,1,"US",34,59,1000,"failed"
"337083","A HOME FOR PEACE","Graphic Design","Design","USD","2013-09-02",2100,"2013-08-03 19:48:17",1270,37,"US",1270,1270,2100,"failed"
"376634","tloggers- the talking blog. (www.tloggers.net)","Technology","Technology","USD","2015-09-27",11000,"2015-08-19 02:12:53",252,3,"US",252,252,11000,"failed"
"187532","Selja Sini records a CD! ","Music","Music","USD","2011-03-17",3100,"2011-02-15 17:39:21",3150,24,"US",3150,3150,3100,"successful"
"284582","John Louviere's New Album: ""The Future Is Now""","Music","Music","USD","2016-08-24",7000,"2016-07-25 20:02:09",9420,137,"US",2546,9420,7000,"successful"
"129676","Ensemble Estelliah: Experience a New, Contemplative Art Form","Music","Music","CHF","2016-10-31",5000,"2016-10-03 14:17:42",5698,52,"CH",144.12,5866.73,5148.06,"successful"
"344053","CNC 3D foam cube - the usb controlled foamcutter DIY kit","Fabrication Tools","Technology","EUR","2015-03-25",9300,"2015-02-13 19:15:05",13446,39,"NL",15208.94,14596.97,10096.08,"successful"
"128877","Julius C wants YOU to ""Be Our Record Label""","Indie Rock","Music","USD","2010-10-25",5000,"2010-10-05 21:52:48",5287.55,82,"US",5287.55,5287.55,5000,"successful"
"24489","The music to my heart","Movie Theaters","Film & Video","USD","2014-07-13",30000,"2014-06-13 18:19:32",5,1,"US",5,5,30000,"failed"
"73555","Salem Oregon's indoor climbing gym","Architecture","Design","USD","2016-02-24",25000,"2016-01-25 14:09:50",26837,239,"US",26837,26837,25000,"successful"
"147807","Jedi Camp","Webseries","Film & Video","USD","2012-03-05",8500,"2012-02-04 06:25:57",11288,115,"US",11288,11288,8500,"successful"
"210977","Tru(4)ia magazine","Publishing","Publishing","USD","2012-03-28",1500,"2012-02-27 16:07:17",2447,72,"US",2447,2447,1500,"successful"
"78705","Hair I Go Again - A Documentary Film","Documentary","Film & Video","USD","2013-04-15",35000,"2013-03-08 02:12:10",8310,96,"US",8310,8310,35000,"failed"
"258724","Jack 1979 (Issue 1)","Comic Books","Comics","USD","2014-06-26",8000,"2014-05-27 20:36:19",1371,48,"US",1371,1371,8000,"failed"
"336991","Top Spin, a ping pong documentary (post-production)","Documentary","Film & Video","USD","2012-07-20",75000,"2012-06-20 00:26:10",75775.88,589,"US",75775.88,75775.88,75000,"successful"
"344323","CarHUD","DIY Electronics","Technology","USD","2015-06-21",25000,"2015-05-22 18:19:37",301,12,"US",301,301,25000,"failed"
"41112","The Protectors! Guide & Protect","Illustration","Art","USD","2015-08-03",800,"2015-07-04 19:32:02",67,2,"US",67,67,800,"failed"
"248790","'Na Voce e 'na Chitarra  A CD of Neapolitan Music","Music","Music","USD","2015-06-18",12000,"2015-05-19 01:50:17",381,6,"US",381,381,12000,"failed"
"243197","LADY IN WHITE","Horror","Film & Video","USD","2015-06-16",1000,"2015-04-17 06:04:50",1000,12,"US",1000,1000,1000,"successful"
"114383","Press Mute To See - Innovative short film","Shorts","Film & Video","GBP","2016-01-09",500,"2015-12-24 16:54:26",500,9,"GB",741.5,716.61,716.61,"successful"
"189510","KEVIN EARNEST HAS A RECORD TO MAKE AND YOUR CONTRIBUTIONS CAN KEEP THE DREAM ALIVE <3","Music","Music","USD","2010-07-09",4000,"2010-06-04 23:36:31",4025,18,"US",4025,4025,4000,"successful"
"158511","Pretense - A Game Night Social Metagame","Tabletop Games","Games","USD","2015-02-14",500,"2015-01-28 14:30:42",20726.5,1324,"US",20726.5,20726.5,500,"successful"
"219509","""CHEATERS""","Theater","Theater","USD","2013-05-10",5000,"2013-03-26 00:48:15",590,6,"US",590,590,5000,"failed"
"187379","SKORGE'S FIRST MUSIC VIDEO","Film & Video","Film & Video","USD","2012-09-07",2500,"2012-08-08 20:21:48",733,13,"US",733,733,2500,"failed"
"215650","An Inspiring EP/Compilation","Electronic Music","Music","USD","2011-03-02",1000,"2011-01-21 06:00:45",0,0,"US",0,0,1000,"failed"
"275244","10,000 Hours","Video Games","Games","USD","2012-09-29",5000,"2012-08-29 05:34:24",5390.88,66,"US",5390.88,5390.88,5000,"successful"
"302436","A Bright Room Called Day by Tony Kushner","Plays","Theater","GBP","2014-07-04",4000,"2014-06-04 21:37:14",4000,13,"GB",6698.82,6857.42,6857.42,"successful"
"311430","The Beauty and Fragility of Manta Rays","Documentary","Film & Video","GBP","2015-05-24",500,"2015-04-24 08:38:06",20,1,"GB",30.03,30.51,762.87,"failed"
"296362","John G. Avildsen: King of the Underdogs","Documentary","Film & Video","USD","2014-02-14",20000,"2014-01-15 21:12:28",29222.44,212,"US",29222.44,29222.44,20000,"successful"
"86613","Puppy Chow for Daycare","Food","Food","USD","2014-08-08",10,"2014-07-18 04:45:17",18,3,"US",18,18,10,"successful"
"23099","Stormglass 2: Tesla Threat","Young Adult","Publishing","USD","2015-12-09",2500,"2015-11-09 05:45:14",5501,109,"US",5501,5501,2500,"successful"
"198136","Ladon.Org","Crafts","Crafts","USD","2014-05-18",5000,"2014-04-18 20:00:50",1,1,"US",1,1,5000,"failed"
"320584","My Love for You Is the Sun - A Picture Book","Children's Books","Publishing","USD","2013-12-12",10000,"2013-11-12 20:07:28",11550,170,"US",11550,11550,10000,"successful"
"106049","Custom retro future arcade gaming machine","Gaming Hardware","Games","SEK","2016-09-21",1e+05,"2016-08-22 09:07:51",205,3,"SE",0,23.99,11703.16,"failed"
"201686","Candles For Men-Mascline Scents","Candles","Crafts","USD","2014-08-23",500,"2014-07-24 01:45:11",175,5,"US",175,175,500,"failed"
"67485","Arsenal: The Series","Action","Film & Video","USD","2015-07-19",15000,"2015-06-19 00:16:07",50,1,"US",50,50,15000,"failed"
"349657","Christina Apostolopoulos' First Album!","Music","Music","USD","2016-06-19",6500,"2016-05-20 22:34:19",6735,85,"US",6735,6735,6500,"successful"
"322793","A study in Autism and sensory deficits.","Literary Journals","Publishing","USD","2015-05-19",2e+05,"2015-04-19 06:58:12",0,0,"US",0,0,2e+05,"failed"
"261365","The HardChargers CD","Blues","Music","GBP","2017-10-24",1200,"2017-10-03 11:52:07",1749,51,"GB",1826.37,2290.02,1571.19,"successful"
"338457","Siena Music Festival and Competition: Thomas Hunter, Piano","Classical Music","Music","USD","2013-06-02",5750,"2013-05-07 15:28:21",10,1,"US",10,10,5750,"failed"
"70698","Startup to Empower Teens","Product Design","Design","AUD","2015-04-05",35000,"2015-03-06 21:51:02",241,5,"AU",188.55,184.26,26760.46,"failed"
"306315","Elegies for Angels, Punks and Raging Queens","Theater","Theater","GBP","2014-02-18",500,"2014-01-22 18:48:42",700,26,"GB",1150,1167.5,833.93,"successful"
